"gis_join_match_code","state_name","county_name","county_code","total_population","male","female","white_alone","black_alone","american_indian_alone","asian_alone","hawaiian_pi_alone","sor_alone"
"G2700010770100","Minnesota","Aitkin County",1,2285,1237,1048,2170,0,20,46,0,0
"G2700010770200","Minnesota","Aitkin County",1,2326,1204,1122,2217,2,11,3,0,0
"G2700010770300","Minnesota","Aitkin County",1,3787,1803,1984,3671,9,14,0,0,60
"G2700010770400","Minnesota","Aitkin County",1,2701,1456,1245,2411,0,267,1,0,0
"G2700010790501","Minnesota","Aitkin County",1,2011,1028,983,1939,0,52,5,0,2
"G2700010790502","Minnesota","Aitkin County",1,3215,1634,1581,3195,3,0,1,0,2
"G2700030050107","Minnesota","Anoka County",3,2884,1460,1424,2779,50,9,10,0,0
"G2700030050108","Minnesota","Anoka County",3,4469,2324,2145,4346,7,37,6,0,10
"G2700030050109","Minnesota","Anoka County",3,4908,2462,2446,4762,7,41,24,0,4
"G2700030050110","Minnesota","Anoka County",3,2919,1567,1352,2692,0,21,127,0,0
"G2700030050111","Minnesota","Anoka County",3,3773,1900,1873,3547,0,60,10,0,20
"G2700030050114","Minnesota","Anoka County",3,2793,1408,1385,2751,0,0,33,0,0
"G2700030050115","Minnesota","Anoka County",3,5088,2537,2551,4850,38,8,82,0,4
"G2700030050116","Minnesota","Anoka County",3,4319,2164,2155,4212,28,0,70,0,9
"G2700030050208","Minnesota","Anoka County",3,3396,1741,1655,3277,19,9,44,0,0
"G2700030050210","Minnesota","Anoka County",3,3945,2087,1858,3780,0,11,131,0,11
"G2700030050215","Minnesota","Anoka County",3,3913,1922,1991,3816,15,7,25,0,12
"G2700030050216","Minnesota","Anoka County",3,5272,2832,2440,5148,0,9,49,0,0
"G2700030050217","Minnesota","Anoka County",3,2615,1503,1112,2454,0,8,103,0,33
"G2700030050218","Minnesota","Anoka County",3,3151,1638,1513,2987,0,0,122,0,0
"G2700030050219","Minnesota","Anoka County",3,3180,1621,1559,3055,0,0,13,0,34
"G2700030050220","Minnesota","Anoka County",3,6419,3273,3146,6157,229,10,0,0,23
"G2700030050221","Minnesota","Anoka County",3,6039,3055,2984,5769,43,9,70,0,34
"G2700030050222","Minnesota","Anoka County",3,5297,2664,2633,4973,16,0,54,0,124
"G2700030050223","Minnesota","Anoka County",3,2566,1269,1297,2479,0,0,0,77,10
"G2700030050224","Minnesota","Anoka County",3,2758,1459,1299,2747,0,0,0,0,0
"G2700030050225","Minnesota","Anoka County",3,5971,3108,2863,5510,255,13,160,0,0
"G2700030050226","Minnesota","Anoka County",3,2717,1311,1406,2313,179,8,101,0,0
"G2700030050227","Minnesota","Anoka County",3,4386,2186,2200,4114,51,0,119,0,14
"G2700030050228","Minnesota","Anoka County",3,4527,2329,2198,3870,99,14,392,0,76
"G2700030050229","Minnesota","Anoka County",3,5604,3505,2099,4747,496,85,85,0,75
"G2700030050230","Minnesota","Anoka County",3,2362,1227,1135,2122,0,34,140,0,17
"G2700030050232","Minnesota","Anoka County",3,3716,1911,1805,3561,0,0,59,7,39
"G2700030050233","Minnesota","Anoka County",3,2680,1329,1351,2489,33,28,48,0,65
"G2700030050234","Minnesota","Anoka County",3,2959,1606,1353,2936,0,0,0,19,0
"G2700030050235","Minnesota","Anoka County",3,2809,1440,1369,2656,0,0,106,0,38
"G2700030050236","Minnesota","Anoka County",3,4098,1936,2162,3742,61,0,269,0,0
"G2700030050237","Minnesota","Anoka County",3,5040,2659,2381,4653,82,27,217,0,0
"G2700030050401","Minnesota","Anoka County",3,3180,1482,1698,2717,120,164,62,35,10
"G2700030050402","Minnesota","Anoka County",3,3612,1664,1948,3470,8,69,44,0,21
"G2700030050501","Minnesota","Anoka County",3,3332,1799,1533,3029,186,58,0,0,0
"G2700030050504","Minnesota","Anoka County",3,2409,1065,1344,2179,175,41,0,0,0
"G2700030050505","Minnesota","Anoka County",3,4916,2587,2329,4323,255,9,137,0,20
"G2700030050602","Minnesota","Anoka County",3,2311,1212,1099,2186,55,40,11,0,11
"G2700030050605","Minnesota","Anoka County",3,5596,2728,2868,4854,111,0,118,0,255
"G2700030050606","Minnesota","Anoka County",3,2043,826,1217,1708,127,41,88,0,0
"G2700030050607","Minnesota","Anoka County",3,4674,2187,2487,4088,219,38,141,0,109
"G2700030050608","Minnesota","Anoka County",3,4346,2119,2227,3987,92,0,177,0,14
"G2700030050609","Minnesota","Anoka County",3,3450,1749,1701,3103,135,76,87,0,0
"G2700030050610","Minnesota","Anoka County",3,6686,3346,3340,5903,93,21,476,0,83
"G2700030050702","Minnesota","Anoka County",3,3291,1648,1643,3055,53,18,123,0,35
"G2700030050704","Minnesota","Anoka County",3,4977,2676,2301,4109,416,69,152,0,114
"G2700030050706","Minnesota","Anoka County",3,3124,1490,1634,2647,271,31,55,0,0
"G2700030050707","Minnesota","Anoka County",3,5980,3034,2946,5427,65,0,294,0,0
"G2700030050709","Minnesota","Anoka County",3,2647,1218,1429,2219,0,0,183,0,230
"G2700030050710","Minnesota","Anoka County",3,3646,1859,1787,2829,283,22,162,0,322
"G2700030050711","Minnesota","Anoka County",3,4816,2194,2622,4295,274,0,130,0,62
"G2700030050712","Minnesota","Anoka County",3,4403,2010,2393,3978,186,0,111,0,16
"G2700030050805","Minnesota","Anoka County",3,6602,3220,3382,5845,286,0,383,0,0
"G2700030050806","Minnesota","Anoka County",3,6357,2969,3388,4976,239,234,597,0,65
"G2700030050807","Minnesota","Anoka County",3,3307,1722,1585,2847,154,0,195,0,19
"G2700030050808","Minnesota","Anoka County",3,1998,890,1108,1796,89,16,0,0,16
"G2700030050809","Minnesota","Anoka County",3,5982,3143,2839,4946,68,61,763,0,0
"G2700030050810","Minnesota","Anoka County",3,3907,1711,2196,3435,93,19,144,0,188
"G2700030050811","Minnesota","Anoka County",3,2793,1437,1356,2535,0,13,134,0,0
"G2700030050813","Minnesota","Anoka County",3,6554,3125,3429,5414,0,23,667,0,59
"G2700030050816","Minnesota","Anoka County",3,4271,2058,2213,3751,184,19,91,0,35
"G2700030050818","Minnesota","Anoka County",3,3658,1668,1990,2889,98,20,500,0,10
"G2700030050819","Minnesota","Anoka County",3,2804,1307,1497,2179,126,5,476,0,9
"G2700030050820","Minnesota","Anoka County",3,2849,1347,1502,2486,26,0,304,0,12
"G2700030050821","Minnesota","Anoka County",3,4331,2194,2137,3199,277,0,753,15,16
"G2700030050901","Minnesota","Anoka County",3,2215,1129,1086,2045,0,9,62,0,29
"G2700030050902","Minnesota","Anoka County",3,4914,2344,2570,4402,177,52,55,0,6
"G2700030051001","Minnesota","Anoka County",3,2339,1039,1300,2065,144,0,50,0,48
"G2700030051002","Minnesota","Anoka County",3,4034,1924,2110,3383,133,30,105,0,184
"G2700030051101","Minnesota","Anoka County",3,5052,2383,2669,4039,409,0,175,0,123
"G2700030051102","Minnesota","Anoka County",3,4668,2184,2484,3427,309,50,288,0,377
"G2700030051103","Minnesota","Anoka County",3,3446,1807,1639,2640,423,0,138,0,68
"G2700030051201","Minnesota","Anoka County",3,3749,1845,1904,2579,602,53,271,0,64
"G2700030051202","Minnesota","Anoka County",3,3246,1554,1692,2515,477,46,139,0,41
"G2700030051203","Minnesota","Anoka County",3,5133,2492,2641,4053,425,58,215,0,47
"G2700030051206","Minnesota","Anoka County",3,2173,1044,1129,1970,135,34,0,0,6
"G2700030051302","Minnesota","Anoka County",3,3836,1861,1975,2817,479,0,223,0,250
"G2700030051304","Minnesota","Anoka County",3,2663,1344,1319,2229,198,11,49,0,133
"G2700030051305","Minnesota","Anoka County",3,3134,1564,1570,2122,248,11,265,0,378
"G2700030051400","Minnesota","Anoka County",3,4971,2555,2416,3321,985,118,213,0,84
"G2700030051501","Minnesota","Anoka County",3,2669,1438,1231,1924,353,0,81,0,177
"G2700030051502","Minnesota","Anoka County",3,2796,1346,1450,1956,584,8,43,0,172
"G2700030051600","Minnesota","Anoka County",3,5081,2813,2268,5031,24,5,0,0,0
"G2700050450100","Minnesota","Becker County",5,2824,1467,1357,2699,0,25,0,0,6
"G2700050450200","Minnesota","Becker County",5,2122,1168,954,2008,8,35,0,0,0
"G2700050450300","Minnesota","Becker County",5,4985,2504,2481,4586,42,138,30,0,23
"G2700050450400","Minnesota","Becker County",5,2372,1227,1145,2154,17,70,0,0,21
"G2700050450500","Minnesota","Becker County",5,4124,1886,2238,3767,21,162,35,0,14
"G2700050450600","Minnesota","Becker County",5,3619,1527,2092,3365,31,122,29,21,0
"G2700050450700","Minnesota","Becker County",5,2924,1512,1412,2872,0,20,0,0,0
"G2700050450800","Minnesota","Becker County",5,2405,1307,1098,2255,0,59,0,0,0
"G2700050450900","Minnesota","Becker County",5,3109,1603,1506,3002,0,29,13,4,3
"G2700050940000","Minnesota","Becker County",5,3790,1896,1894,1920,7,1476,19,0,6
"G2700070450100","Minnesota","Beltrami County",7,6304,3216,3088,5447,8,469,78,0,27
"G2700070450200","Minnesota","Beltrami County",7,6190,2927,3263,5670,2,186,93,0,13
"G2700070450300","Minnesota","Beltrami County",7,4256,2300,1956,4037,4,70,77,0,12
"G2700070450400","Minnesota","Beltrami County",7,2609,1374,1235,2409,0,51,28,0,17
"G2700070450500","Minnesota","Beltrami County",7,1857,986,871,1823,1,8,0,0,7
"G2700070450600","Minnesota","Beltrami County",7,5424,2613,2811,4503,97,336,140,0,15
"G2700070450701","Minnesota","Beltrami County",7,4493,2270,2223,3941,0,314,18,0,19
"G2700070450702","Minnesota","Beltrami County",7,4905,2152,2753,3627,146,794,149,0,0
"G2700070940001","Minnesota","Beltrami County",7,5869,3079,2790,292,74,5174,22,188,0
"G2700070940002","Minnesota","Beltrami County",7,1874,996,878,1227,0,573,2,0,7
"G2700090020100","Minnesota","Benton County",9,5669,2748,2921,5609,0,12,4,0,10
"G2700090020202","Minnesota","Benton County",9,2879,1562,1317,2813,0,40,8,0,8
"G2700090020203","Minnesota","Benton County",9,1939,968,971,1889,4,4,0,0,5
"G2700090020205","Minnesota","Benton County",9,3099,1644,1455,3099,0,0,0,0,0
"G2700090020206","Minnesota","Benton County",9,2750,1304,1446,2683,11,0,35,0,4
"G2700090020300","Minnesota","Benton County",9,3202,1685,1517,3111,7,0,83,0,0
"G2700090021101","Minnesota","Benton County",9,7903,3823,4080,7433,76,113,74,0,0
"G2700090021102","Minnesota","Benton County",9,4254,2082,2172,4095,0,38,30,0,0
"G2700090021200","Minnesota","Benton County",9,6453,3281,3172,5502,486,58,197,0,0
"G2700110950100","Minnesota","Big Stone County",11,1454,741,713,1454,0,0,0,0,0
"G2700110950200","Minnesota","Big Stone County",11,1802,909,893,1786,0,4,0,0,2
"G2700110950300","Minnesota","Big Stone County",11,2068,989,1079,2000,17,0,11,0,12
"G2700130170100","Minnesota","Blue Earth County",13,4635,2353,2282,4480,20,11,11,0,0
"G2700130170200","Minnesota","Blue Earth County",13,5011,2492,2519,4688,103,0,142,0,0
"G2700130170300","Minnesota","Blue Earth County",13,3441,1927,1514,3025,39,0,64,0,273
"G2700130170400","Minnesota","Blue Earth County",13,3634,1565,2069,3251,236,0,37,0,31
"G2700130170500","Minnesota","Blue Earth County",13,4395,2069,2326,3960,182,0,95,0,44
"G2700130170600","Minnesota","Blue Earth County",13,2536,1047,1489,2214,179,22,73,0,3
"G2700130170700","Minnesota","Blue Earth County",13,2451,1238,1213,2346,22,9,36,0,0
"G2700130170800","Minnesota","Blue Earth County",13,4599,2198,2401,4325,65,0,35,0,0
"G2700130170900","Minnesota","Blue Earth County",13,3082,1610,1472,2951,31,37,12,0,5
"G2700130171000","Minnesota","Blue Earth County",13,3310,1742,1568,3279,14,0,0,0,17
"G2700130171101","Minnesota","Blue Earth County",13,4754,2536,2218,4436,117,6,83,0,74
"G2700130171202","Minnesota","Blue Earth County",13,5857,2980,2877,4983,428,0,386,0,8
"G2700130171300","Minnesota","Blue Earth County",13,3550,1867,1683,3488,0,5,19,0,2
"G2700130171400","Minnesota","Blue Earth County",13,3530,1879,1651,3417,0,0,70,2,16
"G2700130171500","Minnesota","Blue Earth County",13,2964,1462,1502,2935,2,14,0,0,4
"G2700130171600","Minnesota","Blue Earth County",13,4970,2395,2575,4479,152,0,172,0,16
"G2700150960101","Minnesota","Brown County",15,2027,1059,968,2012,0,0,15,0,0
"G2700150960102","Minnesota","Brown County",15,1229,594,635,1163,0,0,0,0,0
"G2700150960200","Minnesota","Brown County",15,4390,2324,2066,4035,0,0,116,0,239
"G2700150960300","Minnesota","Brown County",15,3385,1551,1834,3342,0,0,0,0,0
"G2700150960400","Minnesota","Brown County",15,4436,2289,2147,4324,0,0,79,18,12
"G2700150960500","Minnesota","Brown County",15,3792,1771,2021,3792,0,0,0,0,0
"G2700150960600","Minnesota","Brown County",15,3340,1561,1779,3293,22,0,11,0,0
"G2700150960700","Minnesota","Brown County",15,3431,1780,1651,3385,0,0,25,0,0
"G2700170070100","Minnesota","Carlton County",17,4883,2539,2344,4270,155,57,0,0,245
"G2700170070200","Minnesota","Carlton County",17,3816,1759,2057,3571,10,130,74,0,2
"G2700170070300","Minnesota","Carlton County",17,5123,2545,2578,5048,0,9,28,4,0
"G2700170070400","Minnesota","Carlton County",17,8029,4039,3990,7490,25,366,40,0,10
"G2700170070500","Minnesota","Carlton County",17,6768,3988,2780,6119,364,76,27,0,20
"G2700170070600","Minnesota","Carlton County",17,3297,1711,1586,3228,0,39,0,0,0
"G2700170940000","Minnesota","Carlton County",17,3042,1587,1455,1635,23,1168,32,0,0
"G2700190090100","Minnesota","Carver County",19,5225,2591,2634,4990,177,4,24,0,13
"G2700190090200","Minnesota","Carver County",19,3747,1864,1883,3575,17,0,41,0,39
"G2700190090301","Minnesota","Carver County",19,7086,3547,3539,6797,28,32,163,0,20
"G2700190090302","Minnesota","Carver County",19,4349,2310,2039,4194,32,0,0,0,24
"G2700190090401","Minnesota","Carver County",19,3672,1879,1793,3536,0,0,112,0,12
"G2700190090402","Minnesota","Carver County",19,5413,2718,2695,5242,0,0,157,0,0
"G2700190090501","Minnesota","Carver County",19,2561,1305,1256,2431,0,11,72,0,0
"G2700190090502","Minnesota","Carver County",19,2348,1110,1238,2025,221,0,25,0,0
"G2700190090503","Minnesota","Carver County",19,2723,1292,1431,2579,0,0,46,30,0
"G2700190090601","Minnesota","Carver County",19,4140,2169,1971,3628,0,0,305,0,190
"G2700190090602","Minnesota","Carver County",19,2975,1540,1435,2797,0,0,142,0,0
"G2700190090701","Minnesota","Carver County",19,6341,3081,3260,5895,189,0,73,0,17
"G2700190090702","Minnesota","Carver County",19,1763,791,972,1715,0,0,48,0,0
"G2700190090800","Minnesota","Carver County",19,8059,4014,4045,7264,146,0,191,0,271
"G2700190090900","Minnesota","Carver County",19,6017,3104,2913,5787,70,39,0,0,121
"G2700190091000","Minnesota","Carver County",19,8886,4210,4676,7526,78,0,547,0,549
"G2700190091100","Minnesota","Carver County",19,5812,2925,2887,5320,0,0,300,0,85
"G2700190091201","Minnesota","Carver County",19,4977,2561,2416,4743,0,0,75,0,145
"G2700190091202","Minnesota","Carver County",19,2574,1345,1229,2434,19,20,44,0,42
"G2700210940001","Minnesota","Cass County",21,3856,1963,1893,3025,0,734,28,0,11
"G2700210940002","Minnesota","Cass County",21,2787,1397,1390,1000,32,1494,15,40,0
"G2700210960100","Minnesota","Cass County",21,2038,1023,1015,1870,0,81,1,0,1
"G2700210960200","Minnesota","Cass County",21,2369,1151,1218,1865,0,417,12,12,0
"G2700210960301","Minnesota","Cass County",21,1073,583,490,1020,0,26,3,0,0
"G2700210960302","Minnesota","Cass County",21,1141,586,555,1100,0,0,15,0,0
"G2700210960600","Minnesota","Cass County",21,3024,1538,1486,2839,0,44,14,0,12
"G2700210960700","Minnesota","Cass County",21,4020,2047,1973,3892,0,28,3,0,5
"G2700210960801","Minnesota","Cass County",21,3931,2071,1860,3892,0,24,9,0,2
"G2700210960802","Minnesota","Cass County",21,4409,2277,2132,4245,16,8,4,56,49
"G2700230950300","Minnesota","Chippewa County",23,2077,1056,1021,1818,2,29,14,0,149
"G2700230950400","Minnesota","Chippewa County",23,2153,1073,1080,2093,22,22,6,0,5
"G2700230950500","Minnesota","Chippewa County",23,2345,1177,1168,2259,22,23,2,0,16
"G2700230950600","Minnesota","Chippewa County",23,5851,2782,3069,5553,20,35,0,0,96
"G2700250110100","Minnesota","Chisago County",25,3952,2108,1844,3901,6,12,19,0,0
"G2700250110200","Minnesota","Chisago County",25,6744,4427,2317,5680,724,170,73,3,15
"G2700250110301","Minnesota","Chisago County",25,3781,1535,2246,3617,1,12,100,0,0
"G2700250110302","Minnesota","Chisago County",25,6197,3052,3145,5932,43,0,56,0,16
"G2700250110401","Minnesota","Chisago County",25,8712,4292,4420,8530,19,37,84,0,11
"G2700250110402","Minnesota","Chisago County",25,4349,2277,2072,4249,0,2,50,0,15
"G2700250110501","Minnesota","Chisago County",25,3840,2005,1835,3791,0,5,10,0,0
"G2700250110502","Minnesota","Chisago County",25,6961,3476,3485,6891,0,0,0,0,54
"G2700250110600","Minnesota","Chisago County",25,4285,2173,2112,4196,3,29,26,0,0
"G2700250110700","Minnesota","Chisago County",25,4023,2065,1958,3870,9,7,86,0,7
"G2700270020100","Minnesota","Clay County",27,5876,3231,2645,5426,19,17,13,0,194
"G2700270020202","Minnesota","Clay County",27,2369,1078,1291,2196,32,0,99,0,25
"G2700270020300","Minnesota","Clay County",27,2945,1409,1536,2661,8,133,143,0,0
"G2700270020400","Minnesota","Clay County",27,5287,2087,3200,4803,179,37,120,12,20
"G2700270020500","Minnesota","Clay County",27,5713,2693,3020,5499,8,19,31,0,70
"G2700270020600","Minnesota","Clay County",27,4122,2072,2050,3907,29,156,0,0,0
"G2700270030102","Minnesota","Clay County",27,5121,2525,2596,4838,109,30,73,0,9
"G2700270030103","Minnesota","Clay County",27,5794,2754,3040,4753,342,378,23,0,39
"G2700270030104","Minnesota","Clay County",27,6033,3167,2866,5564,2,43,215,0,66
"G2700270030106","Minnesota","Clay County",27,2246,1105,1141,2188,0,3,0,0,33
"G2700270030107","Minnesota","Clay County",27,1748,874,874,1728,0,3,0,0,2
"G2700270030201","Minnesota","Clay County",27,5453,2882,2571,5311,0,42,14,0,62
"G2700270030202","Minnesota","Clay County",27,4382,2222,2160,4311,18,22,2,0,3
"G2700290000100","Minnesota","Clearwater County",29,2541,1198,1343,2296,47,147,23,0,0
"G2700290000200","Minnesota","Clearwater County",29,2783,1500,1283,2090,16,582,22,0,6
"G2700290000300","Minnesota","Clearwater County",29,3269,1710,1559,3153,22,43,15,0,0
"G2700310480100","Minnesota","Cook County",31,3233,1601,1632,2768,0,303,34,0,12
"G2700310480200","Minnesota","Cook County",31,1978,975,1003,1810,15,14,0,0,68
"G2700310990000","Minnesota","Cook County",31,0,0,0,0,0,0,0,0,0
"G2700330270100","Minnesota","Cottonwood County",33,2840,1448,1392,2504,0,0,218,0,34
"G2700330270200","Minnesota","Cottonwood County",33,2436,1163,1273,2367,15,2,0,0,0
"G2700330270300","Minnesota","Cottonwood County",33,3152,1532,1620,3020,4,66,9,0,0
"G2700330270400","Minnesota","Cottonwood County",33,3284,1582,1702,3073,18,3,18,0,170
"G2700350950100","Minnesota","Crow Wing County",35,1865,929,936,1833,3,0,21,0,0
"G2700350950204","Minnesota","Crow Wing County",35,1615,820,795,1615,0,0,0,0,0
"G2700350950400","Minnesota","Crow Wing County",35,4876,2448,2428,4690,34,21,43,0,19
"G2700350950501","Minnesota","Crow Wing County",35,2860,1486,1374,2786,0,2,22,0,0
"G2700350950502","Minnesota","Crow Wing County",35,2479,1252,1227,2401,0,0,6,0,31
"G2700350950700","Minnesota","Crow Wing County",35,5644,2829,2815,5477,30,0,55,0,16
"G2700350950800","Minnesota","Crow Wing County",35,4825,2480,2345,4636,66,64,2,0,19
"G2700350950900","Minnesota","Crow Wing County",35,5285,2662,2623,5192,20,49,0,0,0
"G2700350951000","Minnesota","Crow Wing County",35,4355,2261,2094,4239,0,48,0,0,44
"G2700350951100","Minnesota","Crow Wing County",35,4427,2185,2242,4033,209,79,9,0,13
"G2700350951200","Minnesota","Crow Wing County",35,2574,1235,1339,2485,0,6,0,0,0
"G2700350951301","Minnesota","Crow Wing County",35,4798,2340,2458,4654,37,82,11,0,0
"G2700350951302","Minnesota","Crow Wing County",35,5774,2420,3354,5602,45,39,8,0,0
"G2700350951400","Minnesota","Crow Wing County",35,5407,2805,2602,5301,7,43,12,0,9
"G2700350951600","Minnesota","Crow Wing County",35,2596,1352,1244,2490,1,53,0,0,4
"G2700350951700","Minnesota","Crow Wing County",35,2456,1314,1142,2420,0,0,0,0,11
"G2700370060101","Minnesota","Dakota County",37,3769,1831,1938,3090,131,9,200,0,123
"G2700370060102","Minnesota","Dakota County",37,2951,1354,1597,2200,180,28,0,0,378
"G2700370060103","Minnesota","Dakota County",37,2725,1174,1551,2533,75,0,35,0,23
"G2700370060104","Minnesota","Dakota County",37,4927,2284,2643,4284,212,86,35,0,107
"G2700370060105","Minnesota","Dakota County",37,5268,2452,2816,3954,327,22,0,0,702
"G2700370060201","Minnesota","Dakota County",37,2614,1296,1318,2268,17,68,35,0,118
"G2700370060202","Minnesota","Dakota County",37,4077,2068,2009,3504,59,166,174,0,70
"G2700370060301","Minnesota","Dakota County",37,3780,1787,1993,3139,111,17,0,0,360
"G2700370060302","Minnesota","Dakota County",37,3690,1904,1786,3294,31,0,48,0,293
"G2700370060401","Minnesota","Dakota County",37,2346,1312,1034,2177,0,16,17,0,38
"G2700370060402","Minnesota","Dakota County",37,3342,1702,1640,2907,149,9,33,0,214
"G2700370060502","Minnesota","Dakota County",37,4399,2086,2313,3857,121,0,50,0,332
"G2700370060503","Minnesota","Dakota County",37,4891,2232,2659,4331,127,0,8,0,236
"G2700370060505","Minnesota","Dakota County",37,4819,2405,2414,4038,430,8,68,0,248
"G2700370060506","Minnesota","Dakota County",37,5559,2526,3033,4750,175,40,333,0,125
"G2700370060507","Minnesota","Dakota County",37,3499,1817,1682,3246,116,4,68,0,6
"G2700370060508","Minnesota","Dakota County",37,6023,3172,2851,5290,62,11,327,0,234
"G2700370060509","Minnesota","Dakota County",37,5177,2388,2789,4704,126,61,221,0,39
"G2700370060603","Minnesota","Dakota County",37,4350,2167,2183,3966,45,0,117,0,71
"G2700370060604","Minnesota","Dakota County",37,3582,1647,1935,3364,0,1,129,0,24
"G2700370060605","Minnesota","Dakota County",37,1500,738,762,1288,0,40,117,0,0
"G2700370060606","Minnesota","Dakota County",37,2817,1269,1548,2568,126,0,70,0,46
"G2700370060709","Minnesota","Dakota County",37,5832,2772,3060,4592,303,8,389,0,473
"G2700370060710","Minnesota","Dakota County",37,4148,2087,2061,2608,459,0,479,0,602
"G2700370060711","Minnesota","Dakota County",37,4280,2013,2267,3055,796,29,62,8,229
"G2700370060713","Minnesota","Dakota County",37,3113,1470,1643,2813,183,4,61,0,14
"G2700370060714","Minnesota","Dakota County",37,4541,2209,2332,4047,129,0,170,0,7
"G2700370060716","Minnesota","Dakota County",37,3441,1736,1705,2885,77,0,289,0,104
"G2700370060717","Minnesota","Dakota County",37,2200,1250,950,1845,85,0,150,0,120
"G2700370060721","Minnesota","Dakota County",37,2323,1075,1248,1985,159,39,0,56,55
"G2700370060725","Minnesota","Dakota County",37,3550,1784,1766,2487,387,30,213,0,318
"G2700370060726","Minnesota","Dakota County",37,2427,1036,1391,1955,34,32,269,0,131
"G2700370060727","Minnesota","Dakota County",37,2993,1273,1720,2553,127,0,183,0,0
"G2700370060728","Minnesota","Dakota County",37,4465,2180,2285,3496,367,0,519,0,20
"G2700370060729","Minnesota","Dakota County",37,4379,2106,2273,3549,47,0,603,0,12
"G2700370060730","Minnesota","Dakota County",37,6513,3304,3209,6047,110,0,294,0,0
"G2700370060731","Minnesota","Dakota County",37,4548,2317,2231,3652,553,0,213,0,86
"G2700370060732","Minnesota","Dakota County",37,5855,2938,2917,5132,250,10,292,19,30
"G2700370060733","Minnesota","Dakota County",37,3786,1935,1851,3493,57,24,147,0,29
"G2700370060734","Minnesota","Dakota County",37,4902,2437,2465,4230,163,0,289,14,46
"G2700370060735","Minnesota","Dakota County",37,4726,2329,2397,3417,490,0,380,0,160
"G2700370060737","Minnesota","Dakota County",37,4424,2157,2267,3476,441,194,226,0,0
"G2700370060738","Minnesota","Dakota County",37,3320,1625,1695,2704,131,0,143,0,254
"G2700370060739","Minnesota","Dakota County",37,5356,2729,2627,4403,259,31,396,0,232
"G2700370060741","Minnesota","Dakota County",37,6647,3082,3565,4927,769,32,477,0,0
"G2700370060742","Minnesota","Dakota County",37,3970,1899,2071,3563,125,18,190,0,67
"G2700370060743","Minnesota","Dakota County",37,1400,634,766,966,321,0,77,0,0
"G2700370060744","Minnesota","Dakota County",37,1591,787,804,1309,102,0,156,0,0
"G2700370060745","Minnesota","Dakota County",37,4370,2136,2234,3160,572,0,451,0,125
"G2700370060746","Minnesota","Dakota County",37,3304,1782,1522,2845,63,0,194,110,0
"G2700370060747","Minnesota","Dakota County",37,4107,2112,1995,2761,911,0,286,0,0
"G2700370060748","Minnesota","Dakota County",37,3281,1798,1483,2908,215,36,57,32,0
"G2700370060749","Minnesota","Dakota County",37,1500,779,721,1149,103,0,220,0,0
"G2700370060750","Minnesota","Dakota County",37,3895,1864,2031,2931,514,0,123,0,54
"G2700370060805","Minnesota","Dakota County",37,3049,1541,1508,2398,37,96,166,0,57
"G2700370060806","Minnesota","Dakota County",37,5658,2726,2932,4954,139,0,294,0,75
"G2700370060811","Minnesota","Dakota County",37,4949,2554,2395,4150,464,0,69,0,92
"G2700370060812","Minnesota","Dakota County",37,5481,2625,2856,4656,493,0,198,0,0
"G2700370060813","Minnesota","Dakota County",37,4010,2082,1928,3489,38,0,311,6,166
"G2700370060814","Minnesota","Dakota County",37,6394,3324,3070,6040,100,13,134,0,107
"G2700370060815","Minnesota","Dakota County",37,4330,2077,2253,3991,139,0,139,0,42
"G2700370060816","Minnesota","Dakota County",37,6101,3063,3038,5484,38,0,440,0,0
"G2700370060817","Minnesota","Dakota County",37,6949,3278,3671,6021,366,12,237,0,176
"G2700370060818","Minnesota","Dakota County",37,6988,3539,3449,5620,147,18,729,0,134
"G2700370060819","Minnesota","Dakota County",37,6430,3222,3208,5936,62,0,351,0,19
"G2700370060820","Minnesota","Dakota County",37,7665,3871,3794,7357,0,0,211,0,89
"G2700370060821","Minnesota","Dakota County",37,5117,2378,2739,4797,103,28,43,0,36
"G2700370060822","Minnesota","Dakota County",37,1363,654,709,1290,73,0,0,0,0
"G2700370060823","Minnesota","Dakota County",37,4195,2187,2008,3586,91,0,475,0,27
"G2700370060824","Minnesota","Dakota County",37,3667,1605,2062,3310,21,0,161,0,117
"G2700370060825","Minnesota","Dakota County",37,7079,3445,3634,6220,322,0,296,96,29
"G2700370060826","Minnesota","Dakota County",37,6640,3113,3527,5644,275,0,422,0,8
"G2700370060828","Minnesota","Dakota County",37,3709,1564,2145,2515,233,101,491,0,77
"G2700370060829","Minnesota","Dakota County",37,2961,1258,1703,2394,355,12,76,0,30
"G2700370060902","Minnesota","Dakota County",37,4025,2029,1996,3770,145,0,76,0,0
"G2700370060904","Minnesota","Dakota County",37,3153,1667,1486,2936,41,39,26,0,99
"G2700370060905","Minnesota","Dakota County",37,4733,2337,2396,4110,248,0,138,0,113
"G2700370060906","Minnesota","Dakota County",37,3423,1726,1697,3363,16,0,0,0,16
"G2700370060907","Minnesota","Dakota County",37,6070,3021,3049,5377,0,0,275,0,335
"G2700370061001","Minnesota","Dakota County",37,3340,1778,1562,3193,0,7,79,9,3
"G2700370061003","Minnesota","Dakota County",37,1322,709,613,1181,8,0,78,0,0
"G2700370061004","Minnesota","Dakota County",37,5705,2994,2711,5197,87,0,253,0,30
