"gis_join_match_code","state_name","county_name","county_code","total_population","male","female","white_alone","black_alone","american_indian_alone","asian_alone","hawaiian_pi_alone","sor_alone"
"G2700530105600","Minnesota","Hennepin County",53,3877,2329,1548,3230,298,23,175,0,72
"G2700530105700","Minnesota","Hennepin County",53,2744,1574,1170,1736,838,14,31,0,35
"G2700530106000","Minnesota","Hennepin County",53,2964,1454,1510,997,1009,266,96,0,429
"G2700530106200","Minnesota","Hennepin County",53,3661,1971,1690,1646,1589,37,295,0,0
"G2700530106400","Minnesota","Hennepin County",53,1916,982,934,1278,601,29,0,0,0
"G2700530106500","Minnesota","Hennepin County",53,4064,2016,2048,3679,151,0,150,0,13
"G2700530106600","Minnesota","Hennepin County",53,2604,1148,1456,2403,24,19,59,0,24
"G2700530106700","Minnesota","Hennepin County",53,5447,3021,2426,4852,319,0,147,0,12
"G2700530106900","Minnesota","Hennepin County",53,2760,1264,1496,1932,561,17,48,0,103
"G2700530107000","Minnesota","Hennepin County",53,4458,2263,2195,2767,1138,34,136,0,293
"G2700530107400","Minnesota","Hennepin County",53,1768,858,910,1121,287,144,73,0,41
"G2700530107500","Minnesota","Hennepin County",53,1969,831,1138,1624,127,34,11,0,40
"G2700530107600","Minnesota","Hennepin County",53,3642,1936,1706,3413,69,0,77,0,27
"G2700530108000","Minnesota","Hennepin County",53,3227,1593,1634,3005,0,0,176,0,0
"G2700530108600","Minnesota","Hennepin County",53,2454,1264,1190,1463,334,201,86,0,198
"G2700530108700","Minnesota","Hennepin County",53,3144,1568,1576,2323,319,274,57,0,17
"G2700530108800","Minnesota","Hennepin County",53,3371,1763,1608,2300,587,73,80,15,224
"G2700530108900","Minnesota","Hennepin County",53,2357,1144,1213,2042,197,36,11,0,13
"G2700530109000","Minnesota","Hennepin County",53,1509,721,788,1371,52,0,53,0,17
"G2700530109100","Minnesota","Hennepin County",53,4419,2158,2261,4077,47,0,75,0,0
"G2700530109200","Minnesota","Hennepin County",53,3695,1581,2114,3295,236,0,19,0,94
"G2700530109300","Minnesota","Hennepin County",53,4622,2565,2057,3750,308,258,10,0,116
"G2700530109400","Minnesota","Hennepin County",53,1639,723,916,481,624,0,290,0,201
"G2700530109700","Minnesota","Hennepin County",53,2409,1117,1292,1677,313,177,209,0,22
"G2700530109800","Minnesota","Hennepin County",53,4147,1879,2268,3686,171,0,170,0,62
"G2700530109900","Minnesota","Hennepin County",53,3818,1905,1913,3305,185,33,32,0,209
"G2700530110000","Minnesota","Hennepin County",53,2024,938,1086,810,698,41,0,0,444
"G2700530110100","Minnesota","Hennepin County",53,2746,1248,1498,1993,452,28,29,0,154
"G2700530110200","Minnesota","Hennepin County",53,3434,1732,1702,2788,186,304,21,0,25
"G2700530110400","Minnesota","Hennepin County",53,2954,1510,1444,2292,119,167,87,0,131
"G2700530110500","Minnesota","Hennepin County",53,4447,2427,2020,4005,148,64,37,0,98
"G2700530110800","Minnesota","Hennepin County",53,4080,1911,2169,3799,169,0,33,0,8
"G2700530110900","Minnesota","Hennepin County",53,3266,1736,1530,1504,1112,34,172,0,284
"G2700530111100","Minnesota","Hennepin County",53,3230,1471,1759,2602,320,180,61,0,13
"G2700530111200","Minnesota","Hennepin County",53,2722,1182,1540,2553,0,0,51,0,66
"G2700530111300","Minnesota","Hennepin County",53,4688,2209,2479,4379,120,0,53,0,26
"G2700530111400","Minnesota","Hennepin County",53,3950,1897,2053,3709,99,9,110,0,0
"G2700530111500","Minnesota","Hennepin County",53,5323,2363,2960,4724,278,40,70,0,43
"G2700530111600","Minnesota","Hennepin County",53,3082,1646,1436,2761,218,0,33,0,8
"G2700530122500","Minnesota","Hennepin County",53,3330,1673,1657,2563,515,0,71,0,45
"G2700530122600","Minnesota","Hennepin County",53,2264,1154,1110,1932,106,6,45,0,77
"G2700530125500","Minnesota","Hennepin County",53,3441,1482,1959,2683,181,0,262,0,274
"G2700530125600","Minnesota","Hennepin County",53,2828,1554,1274,2263,163,0,350,0,0
"G2700530125700","Minnesota","Hennepin County",53,3593,1779,1814,552,1948,0,874,6,105
"G2700530125800","Minnesota","Hennepin County",53,4577,2337,2240,2060,1492,384,266,0,258
"G2700530125900","Minnesota","Hennepin County",53,3352,1729,1623,1128,562,715,90,0,540
"G2700530126000","Minnesota","Hennepin County",53,5051,2132,2919,1690,2863,12,65,0,123
"G2700530126100","Minnesota","Hennepin County",53,5028,3212,1816,3039,1274,49,360,0,72
"G2700530126200","Minnesota","Hennepin County",53,3469,1960,1509,2861,216,10,282,0,55
"G2700530980000","Minnesota","Hennepin County",53,176,77,99,35,110,0,23,0,8
"G2700550020100","Minnesota","Houston County",55,5819,2684,3135,5768,0,0,45,6,0
"G2700550020200","Minnesota","Houston County",55,3547,1815,1732,3464,45,6,6,0,0
"G2700550020300","Minnesota","Houston County",55,2560,1273,1287,2526,0,0,0,0,0
"G2700550020500","Minnesota","Houston County",55,3388,1617,1771,3184,0,29,0,0,0
"G2700550020900","Minnesota","Houston County",55,3912,2044,1868,3889,0,0,18,0,5
"G2700570070100","Minnesota","Hubbard County",57,4766,2441,2325,4287,0,245,27,0,25
"G2700570070200","Minnesota","Hubbard County",57,2171,1044,1127,2139,0,0,0,0,0
"G2700570070300","Minnesota","Hubbard County",57,1771,938,833,1699,0,62,0,0,0
"G2700570070400","Minnesota","Hubbard County",57,2769,1366,1403,2584,14,84,0,0,6
"G2700570070500","Minnesota","Hubbard County",57,2916,1502,1414,2894,0,0,0,0,9
"G2700570070600","Minnesota","Hubbard County",57,3669,1712,1957,3561,0,6,0,0,0
"G2700570070700","Minnesota","Hubbard County",57,2143,1148,995,2047,7,37,0,0,0
"G2700590130100","Minnesota","Isanti County",59,3502,1859,1643,3361,21,0,60,0,8
"G2700590130200","Minnesota","Isanti County",59,3291,1579,1712,3171,22,6,34,0,0
"G2700590130301","Minnesota","Isanti County",59,8420,4161,4259,8221,107,25,15,0,11
"G2700590130302","Minnesota","Isanti County",59,2919,1289,1630,2870,0,0,10,0,0
"G2700590130400","Minnesota","Isanti County",59,3895,2055,1840,3759,32,38,10,0,9
"G2700590130501","Minnesota","Isanti County",59,5471,2823,2648,5231,0,0,80,5,5
"G2700590130502","Minnesota","Isanti County",59,6361,3316,3045,5948,51,53,10,0,85
"G2700590130600","Minnesota","Isanti County",59,3823,1955,1868,3707,0,0,55,0,3
"G2700610480100","Minnesota","Itasca County",61,2722,1509,1213,2638,0,57,12,0,6
"G2700610480300","Minnesota","Itasca County",61,4339,2122,2217,4065,5,167,3,0,6
"G2700610480400","Minnesota","Itasca County",61,3685,1920,1765,3520,11,59,29,0,27
"G2700610480500","Minnesota","Itasca County",61,2747,1320,1427,2627,0,86,0,0,0
"G2700610480600","Minnesota","Itasca County",61,2716,1411,1305,2637,0,14,0,0,0
"G2700610480700","Minnesota","Itasca County",61,5262,2559,2703,5172,0,8,0,0,0
"G2700610480801","Minnesota","Itasca County",61,2128,1101,1027,2081,0,3,0,0,14
"G2700610480802","Minnesota","Itasca County",61,6163,2789,3374,5808,79,108,6,0,15
"G2700610480900","Minnesota","Itasca County",61,6784,3415,3369,6572,0,54,36,0,0
"G2700610481000","Minnesota","Itasca County",61,5729,2982,2747,5398,44,37,41,0,8
"G2700610940000","Minnesota","Itasca County",61,2560,1381,1179,1638,11,801,47,0,0
"G2700630480100","Minnesota","Jackson County",63,2356,1250,1106,2341,0,2,3,0,7
"G2700630480200","Minnesota","Jackson County",63,2271,1203,1068,2231,0,0,3,0,22
"G2700630480300","Minnesota","Jackson County",63,2405,1201,1204,2358,0,0,25,0,18
"G2700630480400","Minnesota","Jackson County",63,3371,1576,1795,3077,13,24,138,11,44
"G2700650480100","Minnesota","Kanabec County",65,3636,1910,1726,3520,19,22,16,0,0
"G2700650480200","Minnesota","Kanabec County",65,3907,2016,1891,3712,46,32,9,0,30
"G2700650480300","Minnesota","Kanabec County",65,3865,1875,1990,3807,0,0,20,0,0
"G2700650480400","Minnesota","Kanabec County",65,4971,2478,2493,4860,26,11,10,0,4
"G2700670770900","Minnesota","Kandiyohi County",67,2719,1322,1397,2392,177,0,0,0,118
"G2700670780100","Minnesota","Kandiyohi County",67,2610,1361,1249,2579,1,4,0,0,2
"G2700670780200","Minnesota","Kandiyohi County",67,2390,1212,1178,2390,0,0,0,0,0
"G2700670780300","Minnesota","Kandiyohi County",67,4072,2014,2058,4038,0,0,0,0,14
"G2700670780400","Minnesota","Kandiyohi County",67,3963,1832,2131,3899,5,7,0,0,19
"G2700670780500","Minnesota","Kandiyohi County",67,4763,2532,2231,4132,128,43,37,0,312
"G2700670780600","Minnesota","Kandiyohi County",67,4689,2409,2280,4493,17,53,56,0,36
"G2700670780700","Minnesota","Kandiyohi County",67,3716,1758,1958,3559,47,7,89,0,14
"G2700670780800","Minnesota","Kandiyohi County",67,2220,1509,711,1943,60,47,0,0,170
"G2700670781000","Minnesota","Kandiyohi County",67,5228,2328,2900,4776,339,46,10,0,57
"G2700670781100","Minnesota","Kandiyohi County",67,2662,1312,1350,2567,34,9,5,0,10
"G2700670781200","Minnesota","Kandiyohi County",67,2837,1483,1354,2784,8,0,4,0,28
"G2700690090100","Minnesota","Kittson County",69,2363,1258,1105,2314,18,5,7,0,0
"G2700690090200","Minnesota","Kittson County",69,2257,1081,1176,2190,5,17,16,0,14
"G2700710790100","Minnesota","Koochiching County",71,2328,1184,1144,2194,0,113,0,0,13
"G2700710790200","Minnesota","Koochiching County",71,5288,2463,2825,5129,0,49,31,0,9
"G2700710790300","Minnesota","Koochiching County",71,3056,1690,1366,2928,0,109,0,0,0
"G2700710790500","Minnesota","Koochiching County",71,2789,1385,1404,2546,0,210,3,0,2
"G2700730180100","Minnesota","Lac qui Parle County",73,2290,1127,1163,2258,0,5,19,0,0
"G2700730180200","Minnesota","Lac qui Parle County",73,2008,1020,988,1985,0,5,13,5,0
"G2700730180300","Minnesota","Lac qui Parle County",73,3045,1522,1523,2950,27,0,0,0,35
"G2700750370100","Minnesota","Lake County",75,4500,2369,2131,4416,0,6,8,0,45
"G2700750370300","Minnesota","Lake County",75,2491,1247,1244,2419,0,0,43,0,23
"G2700750370400","Minnesota","Lake County",75,3909,1871,2038,3660,0,55,27,0,104
"G2700750990100","Minnesota","Lake County",75,0,0,0,0,0,0,0,0,0
"G2700770460300","Minnesota","Lake of the Woods County",77,1782,880,902,1737,0,10,0,0,0
"G2700770460400","Minnesota","Lake of the Woods County",77,2365,1270,1095,2233,40,0,23,0,0
"G2700790950100","Minnesota","Le Sueur County",79,6951,3559,3392,6773,66,9,30,0,0
"G2700790950200","Minnesota","Le Sueur County",79,4555,2267,2288,4324,46,0,22,0,128
"G2700790950300","Minnesota","Le Sueur County",79,4487,2337,2150,4236,0,51,16,0,22
"G2700790950400","Minnesota","Le Sueur County",79,3457,1709,1748,3391,0,35,12,0,19
"G2700790950500","Minnesota","Le Sueur County",79,4285,2021,2264,3841,0,0,44,0,399
"G2700790950600","Minnesota","Le Sueur County",79,3984,2083,1901,3906,0,0,5,0,54
"G2700810201001","Minnesota","Lincoln County",81,3164,1586,1578,3144,0,3,0,0,0
"G2700810201002","Minnesota","Lincoln County",81,2771,1373,1398,2679,0,26,3,4,46
"G2700830360100","Minnesota","Lyon County",83,3591,1704,1887,3533,30,0,11,0,12
"G2700830360200","Minnesota","Lyon County",83,3253,1705,1548,3046,40,16,29,0,98
"G2700830360300","Minnesota","Lyon County",83,4926,2363,2563,4352,93,21,76,103,192
"G2700830360400","Minnesota","Lyon County",83,4027,2025,2002,3709,77,0,0,0,186
"G2700830360500","Minnesota","Lyon County",83,4557,2244,2313,4014,179,81,61,0,138
"G2700830360600","Minnesota","Lyon County",83,3009,1504,1505,2915,12,11,0,0,9
"G2700830360700","Minnesota","Lyon County",83,2243,1128,1115,1791,0,0,363,0,23
"G2700850950100","Minnesota","McLeod County",85,5422,2701,2721,5326,8,37,8,0,0
"G2700850950200","Minnesota","McLeod County",85,4673,2393,2280,4405,22,0,64,0,164
"G2700850950300","Minnesota","McLeod County",85,6386,3109,3277,6040,17,45,0,0,84
"G2700850950400","Minnesota","McLeod County",85,7070,3682,3388,6786,0,16,147,0,0
"G2700850950500","Minnesota","McLeod County",85,2898,1486,1412,2838,21,0,5,0,13
"G2700850950600","Minnesota","McLeod County",85,4581,2397,2184,4413,20,0,5,0,109
"G2700850950700","Minnesota","McLeod County",85,5759,2664,3095,5327,150,5,0,0,269
"G2700870940100","Minnesota","Mahnomen County",87,3016,1522,1494,1927,19,755,18,0,4
"G2700870940300","Minnesota","Mahnomen County",87,2343,1185,1158,924,7,1302,12,0,0
"G2700890080100","Minnesota","Marshall County",89,2338,1243,1095,2282,0,24,12,0,2
"G2700890080200","Minnesota","Marshall County",89,2216,1148,1068,2180,17,5,2,0,0
"G2700890080300","Minnesota","Marshall County",89,2204,1095,1109,2141,13,7,0,0,38
"G2700890080400","Minnesota","Marshall County",89,2822,1401,1421,2699,25,19,8,0,46
"G2700910790100","Minnesota","Martin County",91,3226,1533,1693,3121,19,2,12,0,16
"G2700910790200","Minnesota","Martin County",91,2580,1296,1284,2491,0,0,24,0,3
"G2700910790300","Minnesota","Martin County",91,2250,1178,1072,2218,9,4,9,0,7
"G2700910790400","Minnesota","Martin County",91,2052,1049,1003,2022,0,0,19,0,1
"G2700910790500","Minnesota","Martin County",91,6587,3264,3323,6564,0,0,23,0,0
"G2700910790600","Minnesota","Martin County",91,4170,1947,2223,3902,47,38,0,0,112
"G2700930560100","Minnesota","Meeker County",93,5009,2559,2450,4907,0,11,35,0,52
"G2700930560200","Minnesota","Meeker County",93,5365,2669,2696,5255,0,9,13,0,29
"G2700930560300","Minnesota","Meeker County",93,3787,1919,1868,3655,26,7,0,29,11
"G2700930560400","Minnesota","Meeker County",93,3253,1513,1740,3220,0,23,0,0,10
"G2700930560500","Minnesota","Meeker County",93,3154,1718,1436,3026,0,2,19,0,91
"G2700930560600","Minnesota","Meeker County",93,2803,1430,1373,2771,0,0,7,0,15
"G2700950170400","Minnesota","Mille Lacs County",95,5388,2683,2705,5278,0,30,8,0,15
"G2700950170500","Minnesota","Mille Lacs County",95,4244,2168,2076,4081,48,33,22,0,50
"G2700950170600","Minnesota","Mille Lacs County",95,2590,1335,1255,2518,0,6,30,7,4
"G2700950170700","Minnesota","Mille Lacs County",95,5659,2747,2912,5486,2,0,20,0,48
"G2700950970100","Minnesota","Mille Lacs County",95,2198,1049,1149,1927,0,266,1,0,0
"G2700950970200","Minnesota","Mille Lacs County",95,3291,1598,1693,2037,43,1023,7,0,8
"G2700950970300","Minnesota","Mille Lacs County",95,2705,1423,1282,2565,0,89,17,0,9
"G2700970780100","Minnesota","Morrison County",97,2855,1477,1378,2802,0,0,0,0,35
"G2700970780200","Minnesota","Morrison County",97,4044,2121,1923,3892,0,0,11,0,123
"G2700970780300","Minnesota","Morrison County",97,6092,3210,2882,5984,41,15,13,0,17
"G2700970780400","Minnesota","Morrison County",97,2637,1389,1248,2606,13,12,2,0,1
"G2700970780500","Minnesota","Morrison County",97,5008,2546,2462,4890,4,4,8,0,10
"G2700970780600","Minnesota","Morrison County",97,5679,2469,3210,5542,0,29,74,0,0
"G2700970780700","Minnesota","Morrison County",97,2526,1212,1314,2375,0,0,0,0,0
"G2700970780800","Minnesota","Morrison County",97,4252,2263,1989,4193,0,3,13,0,26
"G2700990000100","Minnesota","Mower County",99,2063,1058,1005,1863,48,0,74,0,45
"G2700990000200","Minnesota","Mower County",99,2680,1319,1361,2615,0,0,0,0,0
"G2700990000300","Minnesota","Mower County",99,4496,2364,2132,4211,218,16,0,0,0
"G2700990000410","Minnesota","Mower County",99,5223,2388,2835,4304,283,0,233,0,378
"G2700990000600","Minnesota","Mower County",99,2929,1534,1395,2731,149,0,13,0,20
"G2700990000800","Minnesota","Mower County",99,3642,1700,1942,3400,0,18,50,0,133
"G2700990000900","Minnesota","Mower County",99,4335,2134,2201,4050,22,0,0,0,57
"G2700990001000","Minnesota","Mower County",99,3710,1808,1902,3629,7,0,18,0,54
"G2700990001200","Minnesota","Mower County",99,1810,894,916,1737,15,8,6,0,24
"G2700990001300","Minnesota","Mower County",99,4654,2379,2275,4485,0,19,55,0,0
"G2700990001400","Minnesota","Mower County",99,3313,1656,1657,3179,1,0,27,0,30
"G2701010900100","Minnesota","Murray County",101,1937,1013,924,1905,1,1,11,0,0
"G2701010900200","Minnesota","Murray County",101,3414,1654,1760,3261,1,28,23,0,77
"G2701010900300","Minnesota","Murray County",101,3428,1695,1733,3345,2,32,6,0,0
"G2701030480100","Minnesota","Nicollet County",103,3443,1821,1622,3409,0,0,0,0,0
"G2701030480200","Minnesota","Nicollet County",103,5180,2617,2563,5048,58,0,25,0,30
"G2701030480300","Minnesota","Nicollet County",103,4549,2159,2390,4307,0,11,13,0,188
"G2701030480400","Minnesota","Nicollet County",103,5903,2876,3027,5235,236,4,141,9,98
"G2701030480501","Minnesota","Nicollet County",103,6596,3325,3271,5912,258,73,146,0,110
"G2701030480502","Minnesota","Nicollet County",103,2898,1520,1378,2868,0,0,30,0,0
"G2701030480600","Minnesota","Nicollet County",103,3702,1930,1772,3599,61,31,0,0,0
"G2701050105100","Minnesota","Nobles County",105,2874,1432,1442,2816,0,21,0,0,37
"G2701050105200","Minnesota","Nobles County",105,2970,1560,1410,2839,3,27,19,0,13
"G2701050105300","Minnesota","Nobles County",105,2466,1233,1233,2352,13,0,22,0,6
"G2701050105400","Minnesota","Nobles County",105,4492,2242,2250,3711,0,0,291,0,330
"G2701050105500","Minnesota","Nobles County",105,3338,1756,1582,2807,265,0,27,0,184
"G2701050105600","Minnesota","Nobles County",105,4890,2501,2389,3671,369,48,624,10,168
"G2701070960100","Minnesota","Norman County",107,2719,1388,1331,2563,16,71,17,0,0
"G2701070960200","Minnesota","Norman County",107,2015,1000,1015,1899,0,33,12,0,8
"G2701070960300","Minnesota","Norman County",107,2131,1031,1100,2048,0,14,0,0,44
"G2701090000100","Minnesota","Olmsted County",109,1215,408,807,1005,71,19,120,0,0
"G2701090000200","Minnesota","Olmsted County",109,5363,2967,2396,3947,732,54,431,0,55
"G2701090000300","Minnesota","Olmsted County",109,3199,1634,1565,2857,137,0,155,0,16
"G2701090000400","Minnesota","Olmsted County",109,3114,1366,1748,2888,103,0,116,0,7
"G2701090000500","Minnesota","Olmsted County",109,2409,1270,1139,2019,102,0,243,0,7
"G2701090000600","Minnesota","Olmsted County",109,4391,2271,2120,3889,227,28,0,0,93
"G2701090000901","Minnesota","Olmsted County",109,6115,2949,3166,4699,1216,0,133,0,9
"G2701090000902","Minnesota","Olmsted County",109,3083,1514,1569,2497,273,0,56,0,73
"G2701090000903","Minnesota","Olmsted County",109,2886,1393,1493,2788,31,12,38,0,0
"G2701090001000","Minnesota","Olmsted County",109,4347,2303,2044,3827,103,0,236,0,56
"G2701090001100","Minnesota","Olmsted County",109,3374,1646,1728,3217,12,0,100,0,35
"G2701090001201","Minnesota","Olmsted County",109,4654,2256,2398,3979,28,0,434,0,144
"G2701090001202","Minnesota","Olmsted County",109,3587,1719,1868,3119,77,4,334,0,0
"G2701090001203","Minnesota","Olmsted County",109,4530,2191,2339,4253,60,3,163,0,21
"G2701090001301","Minnesota","Olmsted County",109,4598,2132,2466,3813,88,84,448,0,20
"G2701090001302","Minnesota","Olmsted County",109,4216,2033,2183,3769,91,0,132,0,0
"G2701090001401","Minnesota","Olmsted County",109,4327,1959,2368,3560,461,0,263,0,0
"G2701090001402","Minnesota","Olmsted County",109,10063,4913,5150,8746,181,0,872,0,106
"G2701090001501","Minnesota","Olmsted County",109,2876,1355,1521,2619,91,0,156,0,10
"G2701090001502","Minnesota","Olmsted County",109,2175,984,1191,1874,71,28,86,0,6
"G2701090001503","Minnesota","Olmsted County",109,2298,1079,1219,2256,0,0,15,27,0
"G2701090001601","Minnesota","Olmsted County",109,4074,1935,2139,3476,340,0,125,0,8
"G2701090001602","Minnesota","Olmsted County",109,3017,1592,1425,2712,50,0,159,17,9
"G2701090001603","Minnesota","Olmsted County",109,3343,1641,1702,3142,0,0,178,0,14
"G2701090001701","Minnesota","Olmsted County",109,4620,2362,2258,2696,1098,6,628,0,34
"G2701090001702","Minnesota","Olmsted County",109,4729,2429,2300,3748,349,0,418,0,131
"G2701090001703","Minnesota","Olmsted County",109,5471,2802,2669,4336,192,58,727,0,59
"G2701090001800","Minnesota","Olmsted County",109,4691,2270,2421,4540,49,0,102,0,0
"G2701090001900","Minnesota","Olmsted County",109,6783,3342,3441,6556,6,0,74,0,25
"G2701090002000","Minnesota","Olmsted County",109,6606,3259,3347,6530,6,0,13,0,35
"G2701090002100","Minnesota","Olmsted County",109,5989,2686,3303,5797,66,5,108,0,13
"G2701090002200","Minnesota","Olmsted County",109,3797,1997,1800,3703,67,0,6,0,8
"G2701090002300","Minnesota","Olmsted County",109,5304,2500,2804,4710,19,0,447,0,28
"G2701110960102","Minnesota","Otter Tail County",111,2442,1266,1176,2385,0,0,10,0,20
"G2701110960103","Minnesota","Otter Tail County",111,2133,1150,983,2095,11,14,0,0,6
"G2701110960300","Minnesota","Otter Tail County",111,3558,1770,1788,3082,244,48,121,0,25
"G2701110960400","Minnesota","Otter Tail County",111,2050,1038,1012,1984,0,47,0,0,0
"G2701110960500","Minnesota","Otter Tail County",111,4888,2406,2482,4643,70,30,11,0,74
"G2701110960600","Minnesota","Otter Tail County",111,4211,2068,2143,4083,2,47,0,0,50
"G2701110960700","Minnesota","Otter Tail County",111,2557,1380,1177,2518,0,8,0,0,12
"G2701110960800","Minnesota","Otter Tail County",111,3106,1616,1490,2974,23,0,3,4,74
"G2701110960900","Minnesota","Otter Tail County",111,5563,2612,2951,5427,36,27,32,0,0
"G2701110961000","Minnesota","Otter Tail County",111,4669,2242,2427,4586,0,62,8,0,0
"G2701110961100","Minnesota","Otter Tail County",111,4602,2214,2388,4538,26,0,26,0,0
"G2701110961200","Minnesota","Otter Tail County",111,2513,1232,1281,2429,22,15,17,0,0
"G2701110961300","Minnesota","Otter Tail County",111,4145,2083,2062,4039,13,6,19,0,0
"G2701110961400","Minnesota","Otter Tail County",111,2316,1187,1129,2282,14,0,20,0,0
"G2701110961500","Minnesota","Otter Tail County",111,3208,1598,1610,3153,13,9,4,0,1
"G2701110961600","Minnesota","Otter Tail County",111,2254,1147,1107,2196,0,5,2,0,0
"G2701110961700","Minnesota","Otter Tail County",111,3324,1755,1569,3262,1,36,7,0,11
"G2701130090100","Minnesota","Pennington County",113,2269,1162,1107,2232,2,4,4,0,6
"G2701130090200","Minnesota","Pennington County",113,2638,1257,1381,2310,10,29,41,0,77
"G2701130090300","Minnesota","Pennington County",113,1865,1012,853,1791,20,5,0,0,0
"G2701130090400","Minnesota","Pennington County",113,3309,1667,1642,3114,0,81,33,0,0
"G2701130090500","Minnesota","Pennington County",113,3781,1768,2013,3603,29,29,31,0,0
"G2701150950100","Minnesota","Pine County",115,2491,1345,1146,2411,0,19,26,0,0
"G2701150950200","Minnesota","Pine County",115,2942,1446,1496,2884,16,4,0,0,32
"G2701150950300","Minnesota","Pine County",115,3343,1733,1610,3205,20,72,0,0,4
"G2701150950400","Minnesota","Pine County",115,4742,2684,2058,3634,350,485,35,0,67
"G2701150950500","Minnesota","Pine County",115,5052,2616,2436,4584,59,149,54,8,12
"G2701150950600","Minnesota","Pine County",115,4021,2092,1929,3876,0,71,20,0,29
"G2701150950700","Minnesota","Pine County",115,3615,1861,1754,3538,0,31,0,0,0
"G2701150950800","Minnesota","Pine County",115,3207,1743,1464,3074,65,33,0,0,16
"G2701170460100","Minnesota","Pipestone County",117,1625,841,784,1556,8,16,0,0,31
"G2701170460200","Minnesota","Pipestone County",117,1856,831,1025,1750,0,66,0,0,0
"G2701170460300","Minnesota","Pipestone County",117,2441,1162,1279,2188,12,44,11,0,137
"G2701170460400","Minnesota","Pipestone County",117,1763,884,879,1656,34,6,0,0,4
"G2701170460500","Minnesota","Pipestone County",117,1885,934,951,1813,0,3,69,0,0
"G2701190020100","Minnesota","Polk County",119,4742,2179,2563,4394,0,110,41,0,94
"G2701190020200","Minnesota","Polk County",119,1576,933,643,1364,0,90,13,0,65
"G2701190020300","Minnesota","Polk County",119,2287,1094,1193,2275,0,0,0,0,0
"G2701190020400","Minnesota","Polk County",119,2203,1140,1063,2138,0,0,6,0,50
"G2701190020500","Minnesota","Polk County",119,2814,1403,1411,2707,12,9,3,27,43
"G2701190020600","Minnesota","Polk County",119,5300,2575,2725,4770,123,69,112,0,133
"G2701190020700","Minnesota","Polk County",119,2689,1683,1006,2269,84,139,8,0,180
"G2701190020800","Minnesota","Polk County",119,2205,1088,1117,2168,0,0,18,0,0
"G2701190020900","Minnesota","Polk County",119,3834,1879,1955,3709,20,37,3,0,20
"G2701190021000","Minnesota","Polk County",119,3686,1738,1948,3558,33,8,19,0,6
"G2701210970100","Minnesota","Pope County",121,2443,1227,1216,2437,0,3,0,0,0
"G2701210970200","Minnesota","Pope County",121,2673,1397,1276,2632,31,6,0,0,0
"G2701210970300","Minnesota","Pope County",121,2567,1336,1231,2478,0,21,0,0,0
"G2701210970400","Minnesota","Pope County",121,3381,1632,1749,3325,33,0,20,0,0
"G2701230030100","Minnesota","Ramsey County",123,4757,2076,2681,3935,173,49,481,0,9
"G2701230030201","Minnesota","Ramsey County",123,5133,2353,2780,4615,345,0,75,0,27
"G2701230030202","Minnesota","Ramsey County",123,2256,880,1376,1618,189,0,287,0,75
"G2701230030300","Minnesota","Ramsey County",123,5299,2498,2801,4859,121,26,97,0,62
